names,,,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD
licence,,,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57
revised,,,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD
row,year,flu week,SB rate,CS rate,YE rate,MS rate,LC rate,GA rate,FL rate,PR rate,CA rate,PH rate,HI rate,RA rate,LA rate,RO rate,BE rate,VA rate,TO rate,BH rate,BL rate,MA rate,PO rate,RI rate,PW rate,RS rate,TE rate,TR rate,SH rate,SA rate,GL rate,FA rate,SG rate,MC rate,BR rate,ME rate,LI rate,PA rate,GF rate,JE rate,WI rate,MI rate,LN rate,CMHD rate,SB rate,CS count,YE count,MS count,LC count,GA count,FL count,PR count,CA count,PH count,HI count,RA count,LA count,RO count,BE count,VA count,TO count,BH count,BL count,MA count,PO count,RI count,PW count,RS count,TE count,TR count,SH count,SA count,GL count,FA count,SG count,MC count,BR count,ME count,LI count,PA count,GF count,JE count,WI count,MI count,LN count,CMHD count,SB pop,CS pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop
388,8,23,0.000751402,0.000477625,0.000673041,0.000391686,0.001844392,0.000556535,0.00149,0.001141553,0.00065445,0.006554989,0.00078965,0.000446397,0.000759753,0.002613083,0.001483994,0.002152563,0,0.00254491,0.000298151,0.000856269,0,0.000181176,0.000883002,0.000432526,0.000328677,0,0.000576535,0.000683118,0.000513196,0.000332336,0.003251151,0.001164144,0.000673854,0,0,0.000550358,0,0.000420486,0,0.001645123,0.000154321,0.000331602,26,39,107,46,125,60,149,2,7,27,13,19,23,29,14,16,0,34,2,7,0,2,6,4,2,0,2,8,7,1,12,2,4,0,0,9,0,5,0,7,3,9,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
389,8,24,0.001098202,0.000183702,0.000484338,0.000596044,0.001446004,0.000510157,0.0012,0.000570776,0.000467464,0.001213887,0.000668165,0.00025844,0.000825818,0.000630744,0.000211999,0.001748957,0,0.001497006,0,0.000611621,0,0.000181176,0.000147167,0.000648789,0.00115037,0,0.000288268,0.000768508,0.000073314,0,0.001083717,0.003492433,0.000168464,0,0,0.000672659,0.000773395,0.000084097,0.002941176,0.000235018,0.000257202,0.000257912,38,15,77,70,98,55,120,1,5,5,11,11,25,7,2,13,0,20,0,5,0,2,1,6,7,0,1,9,1,0,4,6,1,0,0,11,1,1,3,1,5,7,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
390,8,25,0.000982602,0.000391898,0.000446597,0.000349111,0.000944329,0.000463779,0.001,0.001141553,0.000373972,0.000971109,0.000121485,0.000540375,0.000198196,0.000450532,0.000211999,0.001883493,0,0.000449102,0,0,0.000503356,0.000271764,0.000588668,0.000648789,0.000986031,0,0.000288268,0.000683118,0.000733138,0.000664673,0.001896505,0.000582072,0,0.003241491,0,0.00073381,0.00154679,0,0.001960784,0,0.000462963,0.000331602,34,32,71,41,64,50,100,2,4,4,2,23,6,5,2,14,0,6,0,0,3,3,4,6,6,0,1,8,10,2,7,1,0,6,0,12,2,0,2,0,9,9,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
391,8,26,0.000404601,0.000122468,0.000289345,0.000272477,0.000782022,0.000556535,0.00072,0.000570776,0.000093493,0.000485555,0,0.000164462,0.000066065,0.000540638,0.000529998,0,0.000204666,0.000149701,0,0.000244648,0.000167785,0.000181176,0.000441501,0.001621972,0.000493016,0,0.000288268,0.00017078,0.000366569,0.000332336,0,0,0,0,0,0.000550358,0,0,0,0.000235018,0.000514403,0.000221068,14,10,46,32,53,60,72,1,1,2,0,7,2,6,5,0,1,2,0,2,1,2,3,15,3,0,1,2,5,1,0,0,0,0,0,9,0,0,0,1,10,6,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
392,8,27,0.000317901,0.000195949,0.000295635,0.000289507,0.00054594,0.00048233,0.00051,0.002853881,0,0.000242777,0,0.000187957,0.000165164,0.000901063,0.001271995,0.00026907,0.000204666,0.000149701,0.000149076,0.000244648,0.000167785,0.000090588,0.001030169,0.000108131,0.000164339,0,0,0.000768508,0.00058651,0,0,0,0.000168464,0,0,0.000428056,0,0.000168194,0.000980392,0,0.000462963,0.000184223,11,16,47,34,37,52,51,5,0,1,0,8,5,10,12,2,1,2,1,2,1,1,7,1,1,0,0,9,8,0,0,0,1,0,0,7,0,2,1,0,9,5,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
393,8,28,0.000375701,0.000122468,0.000339665,0.000280992,0.000501675,0.000454503,0.00048,0.001141553,0.000186986,0.000242777,0.000060742,0.0008693,0.000165164,0.000630744,0.001059996,0.000134535,0,0.000898204,0.000298151,0.000366972,0,0,0.000147167,0.000324394,0.000328677,0,0.000576535,0,0.000073314,0.000664673,0,0,0.000336927,0,0.000412031,0.000244603,0,0.000168194,0,0.000235018,0.000257202,0.000073689,13,10,54,33,34,49,48,2,2,1,1,37,5,7,10,1,0,12,2,3,0,0,1,3,2,0,2,0,1,2,0,0,2,0,1,4,0,2,0,1,5,2,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
394,8,29,0.000578001,0.000110221,0.000295635,0.000195843,0.00054594,0.000324645,0.00044,0,0.000186986,0.001942219,0.000425196,0.000328924,0.000099098,0.000180213,0.001165995,0,0,0.000673653,0,0,0.000167785,0.000090588,0.000147167,0.000432526,0.000328677,0,0.000864803,0,0.00058651,0.000664673,0.000541859,0,0.000336927,0,0,0.000244603,0,0.000084097,0.000980392,0.000235018,0.000154321,0.000184223,20,9,47,23,37,35,44,0,2,8,7,14,3,2,11,0,0,9,0,0,1,1,1,4,2,0,3,0,8,2,2,0,2,0,0,4,0,1,1,1,3,5,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
395,8,30,0.000289001,0.000159208,0.000232734,0.000170298,0.000383634,0.000306094,0.00024,0,0.000560957,0.002427774,0.000425196,0.00025844,0,0.000090106,0.001377994,0,0,0.001122754,0,0,0,0.000090588,0.000294334,0.000432526,0.000164339,0,0,0.00017078,0.000219941,0,0,0,0.000505391,0,0,0.000061151,0,0.000084097,0,0,0.000977366,0.000221068,10,13,37,20,26,33,24,0,6,10,7,11,0,1,13,0,0,15,0,0,0,1,2,4,1,0,0,2,3,0,0,0,3,0,0,1,0,1,0,0,19,6,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
396,8,31,0.000260101,0.000097974,0.000257894,0.000119209,0.000295103,0.000435952,0.00028,0.000570776,0.000373972,0,0.000364454,0.000070484,0.000066065,0,0.000423998,0.000134535,0,0.001122754,0,0,0.000167785,0.000090588,0,0,0,0,0,0,0,0,0.000270929,0,0,0,0,0.000244603,0,0,0,0,0.000360082,0.000073689,9,8,41,14,20,47,28,1,4,0,6,3,2,0,4,1,0,15,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7,2,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
397,8,32,0.0001445,0.000134715,0.000138382,0.00003406,0.000221327,0.000380299,0.00009,0,0.000280479,0,0,0.000046989,0,0,0.000211999,0,0,0.000224551,0,0,0.001174497,0.000090588,0,0,0.000164339,0,0.000288268,0,0.000073314,0.000664673,0,0,0,0.000540249,0,0.000244603,0,0.000084097,0,0,0.000154321,0,5,11,22,4,15,41,9,0,3,0,0,2,0,0,2,0,0,3,0,0,7,1,0,0,1,0,1,0,1,2,0,0,0,1,0,4,0,1,0,0,3,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
398,8,33,0,0.000048987,0.000132092,0.00003406,0.000118041,0.000343196,0.00004,0,0.000093493,0.000242777,0,0,0.000099098,0,0.000317999,0.000134535,0,0.00007485,0,0,0.000167785,0,0.000147167,0,0,0,0,0,0,0,0,0,0,0,0,0.000122302,0,0,0,0,0.000102881,0,0,4,21,4,8,37,4,0,1,1,0,0,3,0,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
399,8,34,0,0.000122468,0.000037741,0.00003406,0.00002951,0.000343196,0.00011,0,0,0,0.000121485,0,0,0,0.000423998,0,0,0.000149701,0,0,0.000167785,0,0.000147167,0,0,0,0.000288268,0,0,0.000332336,0.000270929,0,0.000168464,0.000540249,0.000412031,0.000122302,0,0,0,0,0.000102881,0,0,10,6,4,2,37,11,0,0,0,2,0,0,0,4,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,2,0,0,0,0,2,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
400,8,35,0,0.00003674,0.000037741,0,0.00002951,0.000139134,0.00005,0,0,0,0,0.000023495,0.000033033,0,0.000317999,0,0,0.00007485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000582072,0,0,0.000412031,0,0,0,0.001960784,0,0,0,0,3,6,0,2,15,5,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
401,8,36,0,0.000048987,0.00001887,0,0,0.000157685,0.00001,0,0,0,0,0.000023495,0,0,0.000635997,0,0,0.000224551,0,0,0,0,0.000147167,0,0.000164339,0,0,0,0,0,0,0,0,0,0,0.000061151,0,0,0,0,0,0.000036845,0,4,3,0,0,17,1,0,0,0,0,1,0,0,6,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
402,8,37,0.0000289,0.000024494,0,0,0.000059021,0.000055653,0.00001,0,0,0,0,0.000046989,0,0,0.000317999,0,0,0,0,0,0,0,0.000147167,0,0,0,0,0,0,0,0,0,0,0,0.000412031,0.000061151,0,0,0,0,0,0,1,2,0,0,4,6,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
403,8,38,0.0000578,0.000024494,0.00001258,0,0,0.000027827,0.00003,0,0,0,0,0,0,0.000090106,0.000211999,0,0,0.00007485,0,0,0,0,0.001324503,0,0,0,0,0,0,0,0,0,0,0,0,0.000061151,0,0,0,0,0,0,2,2,2,0,0,3,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
404,8,39,0.0000289,0.00003674,0,0,0,0.000064929,0,0,0,0,0,0,0.000033033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
405,8,40,0,0,0,0,0,0.000055653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000288268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
406,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
407,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
408,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
409,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
410,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
411,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
412,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
413,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
414,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
415,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
416,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
417,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34602,81654,158980,117441,67773,107810,100000,1752,10696,4119,16463,42563,30273,11098,9434,7433,4886,13360,6708,8175,5960,11039,6795,9248,6085,679,3469,11711,13640,3009,3691,1718,5936,1851,2427,16353,1293,11891,1020,4255,19440,27141
418,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34738,81820,160323,119007,68768,111682,102361,1752,10898,4122,16480,43261,30846,10978,9424,7330,4812,13349,6759,8386,5893,10682,6742,9231,6159,673,3346,11961,13611,2929,3755,1697,6088,1860,2426,16612,1278,12013,994,4389,19652,27181
419,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34738,81820,160323,119007,68768,111682,102361,1752,10898,4122,16480,43261,30846,10978,9424,7330,4812,13349,6759,8386,5893,10682,6742,9231,6159,673,3346,11961,13611,2929,3755,1697,6088,1860,2426,16612,1278,12013,994,4389,19652,27181
420,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34738,81820,160323,119007,68768,111682,102361,1752,10898,4122,16480,43261,30846,10978,9424,7330,4812,13349,6759,8386,5893,10682,6742,9231,6159,673,3346,11961,13611,2929,3755,1697,6088,1860,2426,16612,1278,12013,994,4389,19652,27181
421,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34738,81820,160323,119007,68768,111682,102361,1752,10898,4122,16480,43261,30846,10978,9424,7330,4812,13349,6759,8386,5893,10682,6742,9231,6159,673,3346,11961,13611,2929,3755,1697,6088,1860,2426,16612,1278,12013,994,4389,19652,27181
422,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34738,81820,160323,119007,68768,111682,102361,1752,10898,4122,16480,43261,30846,10978,9424,7330,4812,13349,6759,8386,5893,10682,6742,9231,6159,673,3346,11961,13611,2929,3755,1697,6088,1860,2426,16612,1278,12013,994,4389,19652,27181
