names,,,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD
licence,,,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57
revised,,,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD
row,year,flu week,SB rate,CS rate,YE rate,MS rate,LC rate,GA rate,FL rate,PR rate,CA rate,PH rate,HI rate,RA rate,LA rate,RO rate,BE rate,VA rate,TO rate,BH rate,BL rate,MA rate,PO rate,RI rate,PW rate,RS rate,TE rate,TR rate,SH rate,SA rate,GL rate,FA rate,SG rate,MC rate,BR rate,ME rate,LI rate,PA rate,GF rate,JE rate,WI rate,MI rate,LN rate,CMHD rate,SB rate,CS count,YE count,MS count,LC count,GA count,FL count,PR count,CA count,PH count,HI count,RA count,LA count,RO count,BE count,VA count,TO count,BH count,BL count,MA count,PO count,RI count,PW count,RS count,TE count,TR count,SH count,SA count,GL count,FA count,SG count,MC count,BR count,ME count,LI count,PA count,GF count,JE count,WI count,MI count,LN count,CMHD count,SB pop,CS pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop
233,5,24,0.000173521,0.000073179,0.000019343,0.000071135,0.000076214,0.000061837,0.00009527,0,0,0.000720288,0,0.000024556,0.000068639,0.000265957,0.000107147,0,0.00019558,0,0,0.000128584,0,0,0,0,0.000166168,0,0,0,0.000146135,0.000321543,0,0,0.000176772,0,0,0.000188667,0,0,0,0,0.0000522,0.000036724,6,6,3,8,5,6,9,0,0,3,0,1,2,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,3,0,0,0,0,1,1,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
234,5,25,0.000173521,0.000060982,0,0.000044459,0.000060971,0.000030919,0.000137613,0,0,0.000240096,0,0.000122781,0,0.000088652,0.000107147,0,0,0,0,0,0,0,0,0.000107354,0,0,0.000273898,0,0,0,0,0,0.000176772,0.000539374,0,0.000062889,0,0,0,0.000238892,0,0,6,5,0,5,4,3,13,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
235,5,26,0.00002892,0.000073179,0.000012895,0.000017784,0.000015243,0.000041225,0.000031757,0,0,0,0,0,0.000034319,0,0,0,0,0,0.000150376,0.000128584,0,0,0,0,0.000332336,0,0.000273898,0,0.000219202,0,0,0,0,0,0.000425894,0,0,0,0,0.000238892,0,0.000073448,1,6,2,2,1,4,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,2,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
236,5,27,0.00008676,0.000036589,0,0,0.000076214,0.000020612,0.000031757,0,0,0,0.000060658,0.000024556,0,0,0.000107147,0.000131354,0,0,0,0,0,0,0,0,0.000166168,0,0,0,0.000292269,0,0,0,0,0.000539374,0,0,0,0,0,0,0,0,3,3,0,0,5,2,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
237,5,28,0.00002892,0.000073179,0.000012895,0,0.000030485,0.000030919,0.000010586,0,0,0,0.000060658,0,0.000034319,0,0.000214293,0,0,0,0,0,0,0,0,0,0.000166168,0,0,0,0.000073067,0,0,0,0,0,0,0,0,0,0,0,0,0.000073448,1,6,2,0,2,3,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
238,5,29,0.00002892,0.000048786,0.000019343,0,0,0.000041225,0.000021171,0,0,0,0,0.000024556,0,0,0,0.000131354,0,0,0,0,0,0,0,0,0.000332336,0,0,0,0.000146135,0,0,0,0,0,0,0,0,0,0,0,0,0.000036724,1,4,3,0,0,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
239,5,30,0.00005784,0.000024393,0.000006448,0,0.000015243,0.000010306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107354,0.000166168,0,0,0,0,0,0,0,0,0.001078749,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
240,5,31,0.00002892,0.000036589,0.000006448,0.000008892,0.000015243,0.000061837,0.000010586,0,0,0,0.000060658,0,0,0,0.000107147,0,0,0,0,0,0,0,0,0.000322061,0,0,0,0,0.000146135,0,0,0,0,0,0,0.000062889,0,0,0.000921659,0,0,0,1,3,1,1,1,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
241,5,32,0,0,0,0,0.000015243,0,0.000052928,0,0,0,0,0,0,0,0,0,0,0.000225107,0,0,0,0,0,0,0,0,0,0,0.000073067,0,0,0,0,0.000539374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
242,5,33,0,0.000024393,0.000019343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000062889,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
243,5,34,0,0,0.000006448,0,0,0,0.000010586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
244,5,35,0,0,0.000006448,0,0.000015243,0,0.000031757,0,0,0,0,0.000024556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
245,5,36,0,0,0.000006448,0,0,0.000010306,0,0,0.000095942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000539374,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
246,5,37,0.00002892,0.000012196,0.000012895,0.000008892,0.000030485,0,0,0,0,0,0,0,0,0,0,0,0,0.000075036,0,0,0,0,0,0,0.000166168,0,0,0,0,0,0,0,0,0.001618123,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
247,5,38,0,0.000024393,0.000006448,0.000017784,0.000045728,0.000010306,0.000021171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
248,5,39,0,0.000024393,0,0.000133378,0.000015243,0.000010306,0.000010586,0,0,0,0,0,0,0.000088652,0,0,0,0,0,0,0,0,0,0.000107354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
249,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
250,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
251,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
252,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
253,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
254,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
255,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
256,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
257,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
258,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
259,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
260,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
261,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34578,81991,155096,112462,65605,97029,94468,1777,10423,4165,16486,40723,29138,11280,9333,7613,5113,13327,6650,7777,6128,11532,6876,9315,6018,689,3651,11305,13686,3110,3637,1714,5657,1854,2348,15901,1275,11478,1085,4186,19157,27230
262,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
263,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
264,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
265,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
266,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
267,6,6,0,0.000012221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
268,6,7,0,0.000036662,0,0,0,0,0,0,0,0,0,0,0.000033995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239006,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
269,6,8,0,0.000012221,0,0,0,0,0.000010445,0,0,0,0.00006089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000073411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
270,6,9,0,0.000073324,0.000006397,0,0.00001512,0,0,0,0,0,0.00006089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
